,Omega (degree),Intensity,NORM_omega,NORM
0,7.30025,0.0,-0.1689999999999996,0.0
1,7.30075,0.0,-0.16849999999999987,0.0
2,7.30125,0.0,-0.16800000000000015,0.0
3,7.30175,1.0,-0.16749999999999954,0.0002775464890369137
4,7.30225,0.0,-0.16699999999999982,0.0
5,7.30275,1.0,-0.1665000000000001,0.0002775464890369137
6,7.30325,1.0,-0.16599999999999948,0.0002775464890369137
7,7.30375,1.0,-0.16549999999999976,0.0002775464890369137
8,7.30425,1.0,-0.16500000000000004,0.0002775464890369137
9,7.30475,0.0,-0.16449999999999942,0.0
10,7.30525,0.0,-0.1639999999999997,0.0
11,7.30575,0.0,-0.16349999999999998,0.0
12,7.30625,0.0,-0.16299999999999937,0.0
13,7.30675,0.0,-0.16249999999999964,0.0
14,7.30725,0.0,-0.16199999999999992,0.0
15,7.30775,0.0,-0.1614999999999993,0.0
16,7.30825,0.0,-0.1609999999999996,0.0
17,7.30875,2.0,-0.16049999999999986,0.0005550929780738274
18,7.30925,1.0,-0.16000000000000014,0.0002775464890369137
19,7.30975,1.0,-0.15949999999999953,0.0002775464890369137
20,7.31025,1.0,-0.1589999999999998,0.0002775464890369137
21,7.31075,2.0,-0.15850000000000009,0.0005550929780738274
22,7.31125,0.0,-0.15799999999999947,0.0
23,7.31175,1.0,-0.15749999999999975,0.0002775464890369137
24,7.31225,0.0,-0.15700000000000003,0.0
25,7.31275,1.0,-0.15649999999999942,0.0002775464890369137
26,7.31325,0.0,-0.1559999999999997,0.0
27,7.31375,0.0,-0.15549999999999997,0.0
28,7.31425,1.0,-0.15499999999999936,0.0002775464890369137
29,7.31475,1.0,-0.15449999999999964,0.0002775464890369137
30,7.31525,0.0,-0.15399999999999991,0.0
31,7.31575,0.0,-0.1534999999999993,0.0
32,7.31625,0.0,-0.15299999999999958,0.0
33,7.31675,0.0,-0.15249999999999986,0.0
34,7.31725,1.0,-0.15200000000000014,0.0002775464890369137
35,7.31775,0.0,-0.15149999999999952,0.0
36,7.31825,1.0,-0.1509999999999998,0.0002775464890369137
37,7.31875,1.0,-0.15050000000000008,0.0002775464890369137
38,7.31925,0.0,-0.14999999999999947,0.0
39,7.31975,1.0,-0.14949999999999974,0.0002775464890369137
40,7.32025,0.0,-0.14900000000000002,0.0
41,7.32075,0.0,-0.1484999999999994,0.0
42,7.32125,0.0,-0.1479999999999997,0.0
43,7.32175,0.0,-0.14749999999999996,0.0
44,7.32225,0.0,-0.14699999999999935,0.0
45,7.32275,2.0,-0.14649999999999963,0.0005550929780738274
46,7.32325,0.0,-0.1459999999999999,0.0
47,7.32375,0.0,-0.1454999999999993,0.0
48,7.32425,0.0,-0.14499999999999957,0.0
49,7.32475,1.0,-0.14449999999999985,0.0002775464890369137
50,7.32525,0.0,-0.14400000000000013,0.0
51,7.32575,1.0,-0.14349999999999952,0.0002775464890369137
52,7.32625,1.0,-0.1429999999999998,0.0002775464890369137
53,7.32675,0.0,-0.14250000000000007,0.0
54,7.32725,1.0,-0.14199999999999946,0.0002775464890369137
55,7.32775,1.0,-0.14149999999999974,0.0002775464890369137
56,7.32825,1.0,-0.14100000000000001,0.0002775464890369137
57,7.32875,0.0,-0.1404999999999994,0.0
58,7.32925,0.0,-0.13999999999999968,0.0
59,7.32975,2.0,-0.13949999999999996,0.0005550929780738274
60,7.33025,0.0,-0.13899999999999935,0.0
61,7.33075,1.0,-0.13849999999999962,0.0002775464890369137
62,7.33125,1.0,-0.1379999999999999,0.0002775464890369137
63,7.33175,1.0,-0.1374999999999993,0.0002775464890369137
64,7.33225,0.0,-0.13699999999999957,0.0
65,7.33275,0.0,-0.13649999999999984,0.0
66,7.33325,1.0,-0.13600000000000012,0.0002775464890369137
67,7.33375,0.0,-0.1354999999999995,0.0
68,7.33425,0.0,-0.1349999999999998,0.0
69,7.33475,0.0,-0.13450000000000006,0.0
70,7.33525,0.0,-0.13399999999999945,0.0
71,7.33575,0.0,-0.13349999999999973,0.0
72,7.33625,1.0,-0.133,0.0002775464890369137
73,7.33675,0.0,-0.1324999999999994,0.0
74,7.33725,2.0,-0.13199999999999967,0.0005550929780738274
75,7.33775,0.0,-0.13149999999999995,0.0
76,7.33825,2.0,-0.13099999999999934,0.0005550929780738274
77,7.33875,2.0,-0.13049999999999962,0.0005550929780738274
78,7.33925,0.0,-0.1299999999999999,0.0
